name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,style,course_type,complexity,season,type
Cracked Wheat Muffins,42.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, dairy-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-fat],"['cinnamon', 'egg', 'flour', 'leavening', 'oil', 'salt', 'sugar', 'water']","[sweet, salty]",2045.3123333328567,modern,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Zucchini-Shallot-Roasted Red Pepper Pie,21.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['egg', 'garlic', 'parsley', 'pepper', 'salt']","[salty, fatty]",2314.916749999786,gourmet,main_course,high,['winter'],vegetable
For Goodness Cake,56.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, dairy-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['carrots', 'cinnamon', 'flour', 'leavening', 'salt', 'sugar', 'vanilla', 'water']","[salty, fatty]",4964.793166689227,regional,dessert,low,['spring'],cream
Grilled Cheese Fried Egg Sandwich,3.5,"[red wine, white wine]",[],warm,"[sugar-conscious, vegetarian, pescatarian, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['butter', 'egg', 'garlic']",[fatty],429.7887072910596,gourmet,starter,medium,['summer'],egg
"Pulled Lamb, Coleslaw And Horseradish Sauce In Pita Pocket",14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free]",[low-carb],"['carrots', 'milk', 'oil', 'onion', 'pepper', 'salt', 'sugar']","[salty, fatty]",4765.974233129062,modern,main_course,high,['autumn'],meat
Italian Sausage Stromboli Appetizers,21.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['cream', 'garlic']","[salty, sour, umami]",3316.241421725,gourmet,starter,medium,['winter'],meat
Oatmeal Carmelitas,56.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'flour', 'leavening', 'sugar']","[sweet, fatty]",6794.718999998559,modern,dessert,low,['spring'],snack
Lemon and Thyme Scented Blueberry Muffins,35.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'lemon', 'sugar']","[salty, fatty]",2454.671672849209,sibarita,dessert,low,"['spring', 'summer']",fruit
Bailey’s Brownie Bites with Bailey’s Buttercream Frosting,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[high-fiber],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, fatty]",8482.695999996968,modern,dessert,medium,['winter'],cream
Three Bean Soup With Vegetables and Pasta,21.0,"[red wine, white wine]",[spoon],hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[low-fat],"['carrots', 'celery', 'garlic', 'onion', 'pepper']","[salty, sour]",2267.552378516697,regional,starter,low,"['spring', 'summer', 'autumn', 'winter']",soup
Open-Faced Fennel Turkey Burgers,17.5,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'oil', 'parsley', 'pepper', 'salt']","[salty, sour, umami]",1564.452605804694,fusion,main_course,medium,['autumn'],poultry
Grilled Oyster Mushrooms,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher, immuno-supportive]",[low-carb],['cheese'],[neutral],322.05058270000006,classical,main_course,high,['summer'],vegetable
Korean Baked Rice Cake Bars,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-fat],"['leavening', 'milk', 'salt', 'sugar', 'vanilla']",[sweet],2733.366,classic,dessert,medium,['winter'],rice
S'mores Brownies,56.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",6277.564362925,modern,dessert,low,['autumn'],cream
"Roasted Kale, Sweet Potatoes, and Broccoli",21.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, paleo, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher, immuno-supportive]","[balanced, high-fiber]","['lemon', 'oil', 'pepper', 'salt']","[salty, sour]",879.221268,gourmet,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
Aloo Tikki,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[high-fiber, low-fat, low-sodium]","['cumin', 'flour', 'onion']",[sour],1161.6529999971754,modern,starter,high,['autumn'],vegetable
Trisha Yearwood's Slow Cooker Mac and Cheese,28.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['butter', 'egg', 'pepper', 'salt']","[salty, umami, fatty]",3873.3773680247295,gourmet,main_course,medium,['winter'],pasta
Chewy Nutty Squirrel Bars,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'cream', 'flour', 'sugar', 'vanilla']","[sweet, fatty]",4676.116569237501,gourmet,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Ham and Vegetable Linguine 5,14.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['butter', 'cheese', 'pepper', 'salt']","[salty, fatty, sweet]",3415.4871190494823,gourmet,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
Boozy Apple Pie,14.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[high-fiber],"['butter', 'cinnamon', 'flour', 'lemon', 'salt', 'sugar', 'water']","[sweet, fatty, salty]",5072.3163021875,fusion,dessert,medium,"['spring', 'summer', 'autumn', 'winter']",fruit
Breadstick and Pizza Casserole,24.5,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['cheese', 'garlic', 'oil', 'onion', 'pepper', 'salt']","[salty, sour, umami]",3107.639969096876,regional,main_course,high,['summer'],pasta
Spicy Jalapeno Mac & Cheese,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[low-carb],"['flour', 'milk', 'pepper', 'salt']","[salty, umami, fatty]",3080.19325,modern,main_course,low,['winter'],pasta
Quiche Lorraine,28.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, kidney-friendly, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['egg', 'flour', 'milk', 'onion', 'salt']","[fatty, salty]",2832.5575000000003,classical,starter,medium,['spring'],egg
Spicy Thai Noodles with Shrimp + Weekly Menu,24.5,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, dairy-free, egg-free, tree-nut-free, pork-free, red-meat-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free]",[],"['cilantro', 'honey']","[salty, umami, fatty]",3523.4772528623093,classic,main_course,high,['summer'],pasta
Mexican Cornbread,56.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar']","[salty, fatty]",4508.179006040625,modern,starter,low,['autumn'],snack
Creamy Chicken Stew in the Crock Pot,17.5,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['carrots', 'cream', 'pepper', 'salt']","[salty, fatty]",2588.7946297922003,gourmet,main_course,medium,['winter'],soup
Lamb Tagine with Green Olives and Lemon,28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, paleo, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['carrots', 'cumin', 'garlic', 'lemon', 'onion', 'parsley', 'pepper', 'salt', 'water']","[salty, umami, fatty]",5325.891623800175,fusion,main_course,high,['winter'],meat
No Bake Peanut Butter Potato Chip Bars,56.0,"[red wine, herbal tea]",[],warm,"[kidney-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'salt', 'sugar']","[sweet, fatty, salty]",4848.506720016569,sibarita,dessert,low,['spring'],snack
Fava Bean Soup,28.0,"[sparkling water, white wine]",[spoon],hot,"[vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['cumin', 'garlic', 'lemon', 'oil', 'salt', 'water']","[fatty, salty]",1864.0014545454544,sibarita,starter,high,['spring'],soup
Elaines Grilled Rice-Floured Chicken,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, fodmap-free, kosher]","[high-protein, low-carb]",['salt'],"[umami, salty]",1341.43872,sibarita,main_course,low,['spring'],rice
Zucchini Crust Pizza,21.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher, immuno-supportive]",[balanced],"['cheese', 'flour', 'onion', 'salt']","[salty, fatty]",1500.6256287166668,modern,main_course,medium,['summer'],vegetable
Snickerdoodle Muffins,42.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'egg', 'flour', 'leavening', 'milk', 'salt', 'sugar', 'vanilla']",[sweet],1439.0080000068792,regional,dessert,low,['autumn'],snack
Cranberry Hoisin Chicken Rice,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[],['garlic'],"[umami, fatty, salty]",5614.430000001952,fusion,main_course,medium,['winter'],rice
Thai Curry and Coconut Butternut Squash Soup,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['garlic', 'onion', 'salt']","[salty, fatty]",1708.167629907339,classical,starter,high,['spring'],soup
Butterscotch Pecan Bread Pudding,52.5,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['egg', 'milk', 'sugar', 'vanilla']","[sweet, fatty, salty]",3756.443155725,classic,dessert,medium,"['spring', 'summer', 'autumn', 'winter']",bread
Chicken-Fried Chicken With Cream Gravy,14.0,"[red wine, white wine]","[fork, knife]",hot,"[tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[low-carb],"['butter', 'cream', 'egg', 'flour', 'garlic', 'leavening', 'onion', 'pepper', 'salt']","[salty, umami, fatty]",6585.039457900331,modern,main_course,medium,['winter'],cream
Mushroom & Parmesan Omelette,7.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, vegetarian, pescatarian, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[low-carb],"['butter', 'cheese', 'egg']",[fatty],659.4129999999591,gourmet,main_course,medium,['summer'],egg
